"url","title","date","X.bauen.wohnen.stadtentwicklung.","prompt","fulltext","X.Hanna.Steinmüller."
"https://www.gruene-bundestag.de/presse/pressestatements/katharina-droege-zu-den-verhandlungen-um-das-gebaeudeenergiegesetz","Katharina Dröge zu den Verhandlungen um das Gebäudeenergiegesetz","13.06.2023","wirtschaft","
Anlässlich der heutigen Fraktionssitzung der Grünen Bundestagsfraktion nachfolgend Statements der Fraktionsvorsitzenden Katharina Dröge zu den Verhandlungen um das Gebäudeenergiegesetz:","Noch ist das Kind nicht auf der Welt. Das heißt, noch hat sich die Ampel nicht verständigen können auf eine Einigung zum Gebäudeenergiegesetz. Aber unser Ziel ist es, weiterhin zu sprechen, um auch in dieser Woche noch zu einer Aufsetzung zu kommen. Aus unserer Sicht als Grüne ist das auch enorm wichtig, dass wir diesen Schritt jetzt machen. Die Menschen warten lange genug auf eine Entscheidung der Ampel. Wir haben lange genug öffentlich miteinander diskutiert. Das heißt, das parlamentarische Beratungsverfahren muss beginnen. Das heißt auch, dass alle Partner Schritte aufeinander zu machen müssen. Für uns Grüne ist zentral in dieser Frage, dass wir auf der einen Seite Klimaschutz erreichen. Das heißt, jeder, der sich für eine neue Heizung entscheidet, aus welchem Grund auch immer, soll sich für eine klimafreundliche Heizung entscheiden. Und auf der anderen Seite, dass das Gesetz so sozial ausgestaltet ist, dass jede und jeder auch mitmachen kann bei diesem Gesetz.Ich bin sehr optimistisch, dass wir da auch zur Verständigung kommen. Manchmal sind es weite Wege in einer Koalition. Und diese Schritte müssen wir offensichtlich noch machen. Ich hätte Ihnen gerne jetzt schon verkündet, dass wir das Ganze auf die Tagesordnung des Deutschen Bundestages aufgesetzt hätten. Das ist mit Sicherheit nicht das gewöhnlichste Beratungsverfahren, was wir an der Stelle präsentieren können. Deswegen wäre es jetzt auch aus meiner Sicht ein wichtiges Zeichen für die Handlungsfähigkeit der Ampel, wenn wir zeitnah dazu kommen, dieses Gesetz auch aufzusetzen.","Katharina Dröge
Fraktionsvorsitzende"
"https://www.gruene-bundestag.de/presse/pressestatements/maria-klein-schmeink-zur-ankuendigung-hoeherer-beitragssaetze-in-der-gesetzlichen-krankenversicherung","Maria Klein-Schmeink zur Ankündigung höherer Beitragssätze in der Gesetzlichen Krankenversicherung","13.06.2023","gesundheit","Zur Ankündigung höherer Beitragssätze in der Gesetzlichen Krankenversicherung durch Gesundheitsminister Lauterbach erklärt Maria Klein-Schmeink, Stellvertretende Fraktionsvorsitzende:","„In Zeiten zunehmender gesellschaftlicher Verunsicherung und Polarisierung hat eine verlässliche gesetzliche Krankenversicherung eine zentrale Bedeutung für den gesellschaftlichen Zusammenhalt. Einschränkungen des Leistungskatalogs der gesetzlichen Krankenversicherung wären weiteres Gift für den sozialen Frieden im Land und sind mit uns nicht zu machen. Die Lage der gesetzlichen Krankenversicherung ist schwierig. Die Ausgaben steigen insbesondere durch den medizinisch-technischen Fortschritt aber auch teure Gesetze der Vorgängerregierung. Zugleich wird der Bundeszuschuss an die gesetzliche Krankenversicherung nach dem Willen von Bundesfinanzminister Lindner gekürzt. Vor diesem Hintergrund muss alles getan werden, um die finanzielle Situation der gesetzlichen Krankenversicherung zu stabilisieren. Wir drängen dabei auf eine faire Lastenteilung. Denn gerade Versicherte mit geringen Einkommen haben weniger finanzielle Spielräume. Sie werden durch höhere Beitragssätze stärker getroffen. Deshalb befürworten wir eine Anhebung der Beitragsbemessungsgrenze. So tragen Menschen mit finanziell starken Schultern stärker zur Finanzierung bei als Menschen, die nur über geringe Einkommen verfügen.“","Maria Klein-Schmeink
Stellvertretende Fraktionsvorsitzende"
"https://www.gruene-bundestag.de/presse/pressestatements/bernhard-hermann-und-karoline-otte-zu-kuerzungsplaenen-fuer-die-gemeinschaftsaufgabe-verbesserung-der-regionalen-wirtschaftsstruktur-grw","Bernhard Hermann und Karoline Otte zu Kürzungsplänen für die „Gemeinschaftsaufgabe Verbesserung der Regionalen Wirtschaftsstruktur\" (GRW)","09.06.2023","kommunen","Zu den Kürzungsplänen für die „Gemeinschaftsaufgabe Verbesserung der Regionalen Wirtschaftsstruktur\" (GRW) erklären Bernhard Herrmann, Stellvertretendes Mitglied im Wirtschaftsausschuss, und Karoline Otte, Mitglied im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen und Kommunen:","Bernhard Herrmann: „Aus ostdeutscher Perspektive ist schockierend, dass der Finanzminister die GRW-Mittel so drastisch kürzen möchte. Alle ostdeutschen Kommunen sind Teil des GRW-Fördergebiets. Die GRW ist gerade für strukturschwache Regionen ein enorm bedeutendes Förderprogramm. Sie hat seit der Wiedervereinigung den Strukturwandel in Ostdeutschland unterstützt, indem sie unzählige Unternehmen gefördert und den Aufbau kommunaler Infrastruktur mitfinanziert hat. Der Haushaltsstreit darf nicht auf dem Rücken der Regionen ausgetragen werden, die Unterstützung am nötigsten haben. Ihnen die Unterstützung zu kürzen, wird bestehende Probleme nur weiter verschärfen.\"Karoline Otte: „Die GRW ist ein zentrales bundespolitisches Instrument, um den verfassungsmäßigen Grundsatz der Gleichwertigen Lebensverhältnisse zu fördern. Es ist ein Instrument, das nicht nach dem Gießkannenprinzip funktioniert, sondern dort fördert, wo der Bedarf am größten ist. Im letzten Jahr haben wir das Förderprogramm zukunftsfähig gemacht: Die Transformation für klimaschützende Unternehmen wird nun gezielt gefördert, individuelle Weiterbildung und betriebliche Vernetzung werden klarer in den Blick genommen und die Ausgestaltung der regionalen Daseinsvorsorge ist förderfähig. Wenn eine Region Kitas, Wohnungen oder Buslinien fördern möchte, um die Attraktivität zu steigern, ist dies nun möglich. Vor diesem Hintergrund wäre die Kürzung der Mittel unverständlich und würde dazu führen, dass zukünftige Bemühungen der Kommunen um mehr Lebensqualität im Keim erstickt werden. Für Menschen vor Ort steigert dies den Frust über die Bundespolitik.\"","Bernhard Herrmann"
"https://www.gruene-bundestag.de/presse/pressestatements/bernhard-hermann-und-karoline-otte-zu-kuerzungsplaenen-fuer-die-gemeinschaftsaufgabe-verbesserung-der-regionalen-wirtschaftsstruktur-grw","Bernhard Hermann und Karoline Otte zu Kürzungsplänen für die „Gemeinschaftsaufgabe Verbesserung der Regionalen Wirtschaftsstruktur\" (GRW)","09.06.2023","wirtschaft","Zu den Kürzungsplänen für die „Gemeinschaftsaufgabe Verbesserung der Regionalen Wirtschaftsstruktur\" (GRW) erklären Bernhard Herrmann, Stellvertretendes Mitglied im Wirtschaftsausschuss, und Karoline Otte, Mitglied im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen und Kommunen:","Bernhard Herrmann: „Aus ostdeutscher Perspektive ist schockierend, dass der Finanzminister die GRW-Mittel so drastisch kürzen möchte. Alle ostdeutschen Kommunen sind Teil des GRW-Fördergebiets. Die GRW ist gerade für strukturschwache Regionen ein enorm bedeutendes Förderprogramm. Sie hat seit der Wiedervereinigung den Strukturwandel in Ostdeutschland unterstützt, indem sie unzählige Unternehmen gefördert und den Aufbau kommunaler Infrastruktur mitfinanziert hat. Der Haushaltsstreit darf nicht auf dem Rücken der Regionen ausgetragen werden, die Unterstützung am nötigsten haben. Ihnen die Unterstützung zu kürzen, wird bestehende Probleme nur weiter verschärfen.\"Karoline Otte: „Die GRW ist ein zentrales bundespolitisches Instrument, um den verfassungsmäßigen Grundsatz der Gleichwertigen Lebensverhältnisse zu fördern. Es ist ein Instrument, das nicht nach dem Gießkannenprinzip funktioniert, sondern dort fördert, wo der Bedarf am größten ist. Im letzten Jahr haben wir das Förderprogramm zukunftsfähig gemacht: Die Transformation für klimaschützende Unternehmen wird nun gezielt gefördert, individuelle Weiterbildung und betriebliche Vernetzung werden klarer in den Blick genommen und die Ausgestaltung der regionalen Daseinsvorsorge ist förderfähig. Wenn eine Region Kitas, Wohnungen oder Buslinien fördern möchte, um die Attraktivität zu steigern, ist dies nun möglich. Vor diesem Hintergrund wäre die Kürzung der Mittel unverständlich und würde dazu führen, dass zukünftige Bemühungen der Kommunen um mehr Lebensqualität im Keim erstickt werden. Für Menschen vor Ort steigert dies den Frust über die Bundespolitik.\"","Karoline Otte"
"https://www.gruene-bundestag.de/presse/pressestatements/bruno-hoenel-zum-kabinettsbeschluss-ueber-eine-novelle-des-lobbyregistergesetzes","Bruno Hönel zum Kabinettsbeschluss über eine Novelle des Lobbyregistergesetzes","07.06.2023","demokratie","Zum Beschluss des Kabinetts über eine Novelle des Lobbyregistergesetzes erklärt Bruno Hönel, stellv. Mitglied im Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung:","„Wir freuen uns, dass das Kabinett heute den Vorschlägen aus der Mitte des Parlaments heraus gefolgt ist und eine Formulierungshilfe zur Novelle des Lobbyregistergesetzes beschlossen hat. Die vorliegende Formulierungshilfe wurde in enger Zusammenarbeit von BMI und den Koalitionsfraktionen erstellt.Seit Jahren setzen wir Grüne uns für mehr Transparenz in der Politik und ein Lobbyregister ein, das seinen Namen verdient, denn die Nachvollziehbarkeit politischer Entscheidungen ist essentiell für unsere Demokratie. Wir haben dafür gekämpft, dass das bestehende Lobbyregister nun an entscheidenden Stellen nachgeschärft wird.Mit fast 6000 Einträgen und über 32.000 zur Interessenvertretung berechtigten Personen hat das Lobbyregister zur Sichtbarkeit der Strukturen der Interessenvertretung signifikant beigetragen. Da die aktuelle gesetzliche Fassung allerdings große Lücken und Novellierungsbedarf offenbart, haben wir uns als Ampelkoalition eine grundlegende Änderung vorgenommen.Noch im Juni steigen wir ins parlamentarische Verfahren ein, damit auch die zuständigen Ausschüsse zum Vorhaben Stellung nehmen können. In einer öffentlichen Anhörung erhoffen wir uns einen lebendigen Austausch mit Zivilgesellschaft, Sachverständigen und Interessenvertretungen.“","Bruno Hönel"
"https://www.gruene-bundestag.de/presse/pressestatements/wolfgang-strengmann-kuhn-zur-abstimmung-im-europaeischen-parlament-zum-eu-lieferkettengesetz","Wolfgang Strengmann-Kuhn zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz","26.05.2023","arbeit","Zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz erklärt Wolfgang Strengmann-Kuhn, Obmann im Ausschuss für Arbeit und Soziales:
 ","„Wir begrüßen die Entscheidung des Europarlaments zur Lieferkettenrichtlinie. Damit ist ein wichtiger Schritt hin zu einer europäischen Regelung für eine Verbesserung der Menschenrechtslage und für menschenwürdige Arbeit entlang der weltweiten Lieferketten geschafft. Jetzt ist wichtig, dass die Verhandlungen mit den Mitgliedstaaten zügig abgeschlossenen werden. Eine gemeinsame europäische Lösung sorgt für gleiche Wettbewerbsregeln in der EU. Davon profitieren die Unternehmen, die schon heute in ihren Lieferketten auf Menschenrechte, Umweltstandards und gute Arbeitsbedingungen achten.“","Dr. Wolfgang Strengmann-Kuhn"
"https://www.gruene-bundestag.de/presse/pressestatements/wolfgang-strengmann-kuhn-zur-abstimmung-im-europaeischen-parlament-zum-eu-lieferkettengesetz","Wolfgang Strengmann-Kuhn zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz","26.05.2023","europa","Zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz erklärt Wolfgang Strengmann-Kuhn, Obmann im Ausschuss für Arbeit und Soziales:
 ","„Wir begrüßen die Entscheidung des Europarlaments zur Lieferkettenrichtlinie. Damit ist ein wichtiger Schritt hin zu einer europäischen Regelung für eine Verbesserung der Menschenrechtslage und für menschenwürdige Arbeit entlang der weltweiten Lieferketten geschafft. Jetzt ist wichtig, dass die Verhandlungen mit den Mitgliedstaaten zügig abgeschlossenen werden. Eine gemeinsame europäische Lösung sorgt für gleiche Wettbewerbsregeln in der EU. Davon profitieren die Unternehmen, die schon heute in ihren Lieferketten auf Menschenrechte, Umweltstandards und gute Arbeitsbedingungen achten.“","Dr. Wolfgang Strengmann-Kuhn"
"https://www.gruene-bundestag.de/presse/pressestatements/wolfgang-strengmann-kuhn-zur-abstimmung-im-europaeischen-parlament-zum-eu-lieferkettengesetz","Wolfgang Strengmann-Kuhn zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz","26.05.2023","menschenrechte","Zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz erklärt Wolfgang Strengmann-Kuhn, Obmann im Ausschuss für Arbeit und Soziales:
 ","„Wir begrüßen die Entscheidung des Europarlaments zur Lieferkettenrichtlinie. Damit ist ein wichtiger Schritt hin zu einer europäischen Regelung für eine Verbesserung der Menschenrechtslage und für menschenwürdige Arbeit entlang der weltweiten Lieferketten geschafft. Jetzt ist wichtig, dass die Verhandlungen mit den Mitgliedstaaten zügig abgeschlossenen werden. Eine gemeinsame europäische Lösung sorgt für gleiche Wettbewerbsregeln in der EU. Davon profitieren die Unternehmen, die schon heute in ihren Lieferketten auf Menschenrechte, Umweltstandards und gute Arbeitsbedingungen achten.“","Dr. Wolfgang Strengmann-Kuhn"
"https://www.gruene-bundestag.de/presse/pressestatements/wolfgang-strengmann-kuhn-zur-abstimmung-im-europaeischen-parlament-zum-eu-lieferkettengesetz","Wolfgang Strengmann-Kuhn zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz","26.05.2023","wirtschaft","Zur Abstimmung im Europäischen Parlament zum EU-Lieferkettengesetz erklärt Wolfgang Strengmann-Kuhn, Obmann im Ausschuss für Arbeit und Soziales:
 ","„Wir begrüßen die Entscheidung des Europarlaments zur Lieferkettenrichtlinie. Damit ist ein wichtiger Schritt hin zu einer europäischen Regelung für eine Verbesserung der Menschenrechtslage und für menschenwürdige Arbeit entlang der weltweiten Lieferketten geschafft. Jetzt ist wichtig, dass die Verhandlungen mit den Mitgliedstaaten zügig abgeschlossenen werden. Eine gemeinsame europäische Lösung sorgt für gleiche Wettbewerbsregeln in der EU. Davon profitieren die Unternehmen, die schon heute in ihren Lieferketten auf Menschenrechte, Umweltstandards und gute Arbeitsbedingungen achten.“","Dr. Wolfgang Strengmann-Kuhn"
"https://www.gruene-bundestag.de/presse/pressestatements/ulle-schauws-zur-finanziellen-staerkung-von-frauenhaeusern","Ulle Schauws zur finanziellen Stärkung von Frauenhäusern","24.05.2023","frauen","Zur finanziellen Stärkung von Frauenhäusern durch das BMFSFJ erklärt Ulle Schauws, Sprecherin für Frauenpolitik:","„Das Signal von Frauenministerin Lisa Paus, weitere Unterstützung in Höhe von 10 Mio. Euro für den Gewaltschutz für betroffene Frauen und ihre Kinder zur Verfügung zu stellen, ist ein gutes und richtiges Signal. Der Ausbau von Frauenhäusern und Schutzplätzen für Betroffene ist für die Verbesserung des Gewaltschutzes in Deutschland unabdingbar und ein zentraler Teil des Koalitionsvertrages. In der vergangenen Legislaturperiode gab es beim Bundesinvestitionsprogramm und insbesondere beim Mittelabfluss einige Schwierigkeiten, die vom BMFSFJ angegangen und in den letzten eineinhalb Jahren unter grüner Führung wesentlich verbessert wurden und jetzt mit den Mitteln weiter gestärkt werden.“","Ulle Schauws
Leiterin der AG Familie, Senior*innen, Frauen, Jugend und Queer (Sprecherin)"
"https://www.gruene-bundestag.de/presse/pressestatements/britta-hasselmann-zum-geg-haushalt-und-zur-pflegereform","Britta Haßelmann zum GEG, Haushalt und zur Pflegereform","23.05.2023","energie","Anlässlich der heutigen Fraktionssitzung der Grünen Bundestagsfraktion nachfolgend Statements der Fraktionsvorsitzenden Britta Haßelmann zu den Themen GEG, Haushalt und zur Pflegereform:

Guten Tag auch von meiner Seite. Meine Damen und Herren, zur anstehenden Sitzungswoche einige Punkte von mir.

GEG:
Das Gebäudeenergiegesetz wird diese Woche nicht im Parlament beraten. Das ist mehr als bedauerlich. Es hat für die Aufsetzung auf die Tagesordnung keine Verständigung mit der FDP gegeben. Damit kann der vereinbarte Zeitplan, den wir gemeinsam, SPD, FDP und Grüne, vereinbart haben, nicht eingehalten werden aufgrund dieser Entscheidung der FDP. Die Handlungsfähigkeit der Bundesregierung und auch die Arbeitsfähigkeit unserer Ampel nimmt damit Schaden, denn Vereinbarungen trifft man mit drei Partnerinnen und Partnern, um sich daran zu halten.

Mir und vielen von uns ist die FDP in der Vergangenheit sicher immer bekannt als ehrlicher Kaufmann. Das gilt jetzt offenbar für Christian Lindner nicht mehr, denn im Kabinett und mit dem Kanzler ist dieser Zeitplan für die Beratung des so wichtigen Gebäudeenergiegesetzes von ihm vereinbart worden. Und die Unzuverlässigkeit an dieser Stelle erstaunt schon. Ich weiß, dass nicht nur uns, Bündnis 90/Die Grünen, sondern auch der SPD und auch dem Bundeskanzler Olaf Scholz das Eintreten in das Gesetzgebungsverfahren besonders wichtig ist, denn wir wissen, der Bereich der Gebäudeenergie muss unbedingt seinen Beitrag zur Bewältigung der Klimakrise, zur CO2-Einsparung bringen. Es ist unsere Aufgabe, als Parlamentarier*innen Gesetzgebungsverfahren im Parlament durchzuführen und dort Gesetzentwürfe, die aus dem Kabinett kommen, auch zu beraten. Und deshalb ist es umso unverständlicher, dass wir jetzt zu diesem Zeitpunkt nicht einsteigen können in die erste Lesung dieses Gesetzentwurfes. Denn schließlich war auch schon eine Anhörung der Sachverständigen gemeinsam vereinbart, die wir natürlich zurate ziehen wollen im zuständigen Fachausschuss.

Diese Unzuverlässigkeit an der Stelle hat die FDP zu verantworten. Und ich erwarte, dass die FDP ihre Blockadehaltung jetzt beendet, denn wir haben uns gemeinsam in einem Arbeitsvorhaben auch auf viele weitere Projekte im letzten Koalitionsausschuss verständigt. Und deshalb bedauere ich, dass jetzt auch das aus unserer Sicht wichtige Planungsbeschleunigungsgesetz für den gesamten Verkehrsbereich nicht auf den Weg gebracht werden kann.

Also klar ist: Das Gesetzgebungsverfahren für das Gebäudeenergiegesetz muss in der nächsten Woche auf die Tagesordnung, damit Wirtschaft und Handwerk Planungssicherheit und Bürgerinnen und Bürger Verlässlichkeit der Ampel erleben, denn dieser Gesetzentwurf muss so schnell wie möglich beraten und dann auch in zweiter, dritter Lesung entschieden werden.

Haushalt:
Ein zweiter Punkt, wo es um die Handlungsfähigkeit des Parlamentes und der Bundesregierung insgesamt geht, ist der Haushalt. Es ist schon ein ziemlich einmaliger Vorgang, dass bis heute keine Eckpunkte für den Haushalt vorliegen. Christian Lindner als zuständiger Finanzminister hat diese Eckpunkte bis heute nicht vorgelegt. Alles, was wir bisher kennen, sind Ankündigungen über öffentliche Interviews oder Meinungsbeiträge, Gastbeiträge des Bundesfinanzministers. Auch das muss zurückgeholt werden ins Parlament. Ich bin froh, dass der Haushaltsausschuss in dieser Woche dem Finanzminister die Gelegenheit geben wird, über den Zeitplan der Beratung des Haushaltes und seine Vorstellungen im Haushaltsausschuss dem Parlament dann Rede und Antwort stehen zu können.

Wichtig für die Frage des Haushaltes wird es, Investitionen, den Zusammenhalt, den sozialen, und auch die Fragen der notwendigen ökologischen und sozialen Transformation heute im Hier und Jetzt und für die Zukunft finanzieren zu können. Und deshalb stehen wir vor der Aufgabe, nicht nur darüber nachzudenken, wie wir am besten einsparen können, sondern auch, wie wir einen Haushalt gestalten und vorlegen, der etwas ermöglicht: nämlich Investitionen in die Zukunft und den sozialen Zusammenhalt. Ich glaube, dass es hier eine ganze Reihe von Möglichkeiten gibt, wenn ich an die ökologisch schädlichen Subventionen denke. So haben wir es ja auch im Koalitionsvertrag vereinbart, dass wir uns die genau angucken wollen.

Pflegereform:
Und als Drittes möchte Sie auf ein Thema hinweisen, das für viele Bürgerinnen und Bürger sehr wichtig ist, nämlich die Frage: Wie wollen wir künftig die Pflege und die Unterstützung derjenigen, die auf Pflege angewiesen sind, eben der Betroffenen und auch der Angehörigen, stabilisieren und festigen?

Und hier sind wir zu einer Verständigung gekommen, jetzt das Pflegeunterstützungsgesetz im Bundestag beschließen zu können. Das ist ein wichtiges Signal für die Betroffenen, es ist ein wichtiges Signal für die Angehörigen und diejenigen, die in der Pflege arbeiten. Wir werden an der einen oder anderen Stelle, nämlich beim Entlastungsbudget, die Bedingungen verbessern. Wir werden im Hinblick auf die Arbeitsbedingungen Verbesserungen vorsehen. Und wir werden dem Thema Pflege im Quartier, also dort, wo Menschen leben und in ihrer eigenen Häuslichkeit sind, damit Rechnung tragen.

Das ist wichtig und gut. Und deshalb bin ich froh, dass das gelungen ist. Selbstverständlich bedeutet das nicht, dass wir mit der Debatte über die Pflege und die Zukunft der Pflege am Ende sind, denn die Frage der Finanzierung angesichts der demographischen Entwicklung wird uns in der Ampel und im Parlament insgesamt weiter fordern.","","Britta Haßelmann
Fraktionsvorsitzende"
"https://www.gruene-bundestag.de/presse/pressestatements/britta-hasselmann-zum-geg-haushalt-und-zur-pflegereform","Britta Haßelmann zum GEG, Haushalt und zur Pflegereform","23.05.2023","haushalt","Anlässlich der heutigen Fraktionssitzung der Grünen Bundestagsfraktion nachfolgend Statements der Fraktionsvorsitzenden Britta Haßelmann zu den Themen GEG, Haushalt und zur Pflegereform:

Guten Tag auch von meiner Seite. Meine Damen und Herren, zur anstehenden Sitzungswoche einige Punkte von mir.

GEG:
Das Gebäudeenergiegesetz wird diese Woche nicht im Parlament beraten. Das ist mehr als bedauerlich. Es hat für die Aufsetzung auf die Tagesordnung keine Verständigung mit der FDP gegeben. Damit kann der vereinbarte Zeitplan, den wir gemeinsam, SPD, FDP und Grüne, vereinbart haben, nicht eingehalten werden aufgrund dieser Entscheidung der FDP. Die Handlungsfähigkeit der Bundesregierung und auch die Arbeitsfähigkeit unserer Ampel nimmt damit Schaden, denn Vereinbarungen trifft man mit drei Partnerinnen und Partnern, um sich daran zu halten.

Mir und vielen von uns ist die FDP in der Vergangenheit sicher immer bekannt als ehrlicher Kaufmann. Das gilt jetzt offenbar für Christian Lindner nicht mehr, denn im Kabinett und mit dem Kanzler ist dieser Zeitplan für die Beratung des so wichtigen Gebäudeenergiegesetzes von ihm vereinbart worden. Und die Unzuverlässigkeit an dieser Stelle erstaunt schon. Ich weiß, dass nicht nur uns, Bündnis 90/Die Grünen, sondern auch der SPD und auch dem Bundeskanzler Olaf Scholz das Eintreten in das Gesetzgebungsverfahren besonders wichtig ist, denn wir wissen, der Bereich der Gebäudeenergie muss unbedingt seinen Beitrag zur Bewältigung der Klimakrise, zur CO2-Einsparung bringen. Es ist unsere Aufgabe, als Parlamentarier*innen Gesetzgebungsverfahren im Parlament durchzuführen und dort Gesetzentwürfe, die aus dem Kabinett kommen, auch zu beraten. Und deshalb ist es umso unverständlicher, dass wir jetzt zu diesem Zeitpunkt nicht einsteigen können in die erste Lesung dieses Gesetzentwurfes. Denn schließlich war auch schon eine Anhörung der Sachverständigen gemeinsam vereinbart, die wir natürlich zurate ziehen wollen im zuständigen Fachausschuss.

Diese Unzuverlässigkeit an der Stelle hat die FDP zu verantworten. Und ich erwarte, dass die FDP ihre Blockadehaltung jetzt beendet, denn wir haben uns gemeinsam in einem Arbeitsvorhaben auch auf viele weitere Projekte im letzten Koalitionsausschuss verständigt. Und deshalb bedauere ich, dass jetzt auch das aus unserer Sicht wichtige Planungsbeschleunigungsgesetz für den gesamten Verkehrsbereich nicht auf den Weg gebracht werden kann.

Also klar ist: Das Gesetzgebungsverfahren für das Gebäudeenergiegesetz muss in der nächsten Woche auf die Tagesordnung, damit Wirtschaft und Handwerk Planungssicherheit und Bürgerinnen und Bürger Verlässlichkeit der Ampel erleben, denn dieser Gesetzentwurf muss so schnell wie möglich beraten und dann auch in zweiter, dritter Lesung entschieden werden.

Haushalt:
Ein zweiter Punkt, wo es um die Handlungsfähigkeit des Parlamentes und der Bundesregierung insgesamt geht, ist der Haushalt. Es ist schon ein ziemlich einmaliger Vorgang, dass bis heute keine Eckpunkte für den Haushalt vorliegen. Christian Lindner als zuständiger Finanzminister hat diese Eckpunkte bis heute nicht vorgelegt. Alles, was wir bisher kennen, sind Ankündigungen über öffentliche Interviews oder Meinungsbeiträge, Gastbeiträge des Bundesfinanzministers. Auch das muss zurückgeholt werden ins Parlament. Ich bin froh, dass der Haushaltsausschuss in dieser Woche dem Finanzminister die Gelegenheit geben wird, über den Zeitplan der Beratung des Haushaltes und seine Vorstellungen im Haushaltsausschuss dem Parlament dann Rede und Antwort stehen zu können.

Wichtig für die Frage des Haushaltes wird es, Investitionen, den Zusammenhalt, den sozialen, und auch die Fragen der notwendigen ökologischen und sozialen Transformation heute im Hier und Jetzt und für die Zukunft finanzieren zu können. Und deshalb stehen wir vor der Aufgabe, nicht nur darüber nachzudenken, wie wir am besten einsparen können, sondern auch, wie wir einen Haushalt gestalten und vorlegen, der etwas ermöglicht: nämlich Investitionen in die Zukunft und den sozialen Zusammenhalt. Ich glaube, dass es hier eine ganze Reihe von Möglichkeiten gibt, wenn ich an die ökologisch schädlichen Subventionen denke. So haben wir es ja auch im Koalitionsvertrag vereinbart, dass wir uns die genau angucken wollen.

Pflegereform:
Und als Drittes möchte Sie auf ein Thema hinweisen, das für viele Bürgerinnen und Bürger sehr wichtig ist, nämlich die Frage: Wie wollen wir künftig die Pflege und die Unterstützung derjenigen, die auf Pflege angewiesen sind, eben der Betroffenen und auch der Angehörigen, stabilisieren und festigen?

Und hier sind wir zu einer Verständigung gekommen, jetzt das Pflegeunterstützungsgesetz im Bundestag beschließen zu können. Das ist ein wichtiges Signal für die Betroffenen, es ist ein wichtiges Signal für die Angehörigen und diejenigen, die in der Pflege arbeiten. Wir werden an der einen oder anderen Stelle, nämlich beim Entlastungsbudget, die Bedingungen verbessern. Wir werden im Hinblick auf die Arbeitsbedingungen Verbesserungen vorsehen. Und wir werden dem Thema Pflege im Quartier, also dort, wo Menschen leben und in ihrer eigenen Häuslichkeit sind, damit Rechnung tragen.

Das ist wichtig und gut. Und deshalb bin ich froh, dass das gelungen ist. Selbstverständlich bedeutet das nicht, dass wir mit der Debatte über die Pflege und die Zukunft der Pflege am Ende sind, denn die Frage der Finanzierung angesichts der demographischen Entwicklung wird uns in der Ampel und im Parlament insgesamt weiter fordern.","","Britta Haßelmann
Fraktionsvorsitzende"
