"title","date","prompt","date2","fulltext","url"
"Enrico Komning: Habeck-Umtriebe umgehend und transparent aufklären",NA,"Berlin, 22. Mai 2023. Der für Start-ups zuständige Staatssekretär Udo Philipp steht wegen des Umgangs mit Unternehmensbeteiligungen in der Kritik. Laut «Business Insider» war er an der Berufung eines Beraters beteiligt, in dessen Fonds er zuvor Geld investiert hatte. Dazu meint der Parlamentarische Geschäftsführer der AfD-Bundestagsfraktion und Mitglied im Wirtschaftsausschuss Enrico Komning:","Berlin, 22. Mai 2023","„Der neuerliche Vorfall um Wirtschafts-Staatssekretär Philipp belegt, dass im Wirtschaftsministerium nicht nur ein korrupter Familienclan sein Unwesen treibt, sondern dass Vetternwirtschaft und die Verquickung von Politik und eigenen Interessen Methode in dieser Regierung sind. Wir haben nicht nur einen Graichen-Sumpf sondern ein ganzes Habeck-Moor.Die Personalpolitik des Bundeswirtschaftsministers schadet nicht nur seinem Amt, sondern dem Ansehen Deutschlands in der ganzen Welt. Der verbale Reflex aus der Regierung, dass seitens Staatssekretär Philipp kein Rechtsverstoß vorliege, ist so nicht akzeptabel. Als AfD-Bundestagsfraktion fordern wir: Der Vorfall muss aufgeklärt werden, umgehend und gegenüber dem Bundestag und der Öffentlichkeit mit der gebotenen Transparenz. Personelle Konsequenzen dürfen sich nicht in Bauernopfern erschöpfen.Die deutschen Bürger verdienen eine Regierung, die ihre Interessen über den persönlichen Vorteil stellt. Im Fall von Robert Habeck ist dies offensichtlich nicht gegeben.“","https://afdbundestag.de/enrico-komning-habeck-umtriebe-umgehend-und-transparent-aufklaeren/"
"René Springer: Bessere Arbeitsbedingungen in der Pflege statt neoliberalem Migrationsaktionismus",NA,"Berlin, 22. Mai 2023. Bundesarbeitsminister Hubertus Heil (SPD) kündigte an, im Juni mit Außenministerin Annalena Baerbock (Grüne) nach Brasilien reisen zu wollen, um dort Arbeitskräfte für die Pflege anzuwerben. ","Berlin, 22. Mai 2023","Der arbeits- und sozialpolitische Sprecher der AfD-Bundestagsfraktion, René Springer, erklärt dazu: „Egal wie die Frage lautet, für die Ampelregierung liegt die Antwort in jedem Fall im Import von ausländischen Arbeitskräften, aber nie in der Verbesserung der inländischen Arbeitswelt. Mit der demographischen Verschiebung unserer Gesellschaft wird die Pflege und Versorgung immer mehr zum Problemfeld. Diese Krise ist hausgemacht und zeichnet sich seit Jahren ab. Konkrete Lösungen gibt es aber noch immer nicht. Es bleibt Modus Operandi, in neoliberaler Manier nach günstigen Fachkräften im Ausland zu fischen. So zeigt sich erneut, dass man in blinden Migrationsaktionismus verfällt, um fehlende Kräfte in der Pflege aus Brasilien anzulocken. Doch ausländische Fachkräfte machen längst einen weiten Bogen um Deutschland, was nicht zuletzt an den hohen Steuer- und Abgabenlasten, dem Verlust von Sicherheit und der übergriffigen Wertepolitik liegt, die außerhalb der Bundesrepublik nicht unbedingt immer gut ankommt. Gerade die Außenministerin sollte dies mittlerweile bemerkt haben.Eugen Brysch von der Stiftung Patientenschutz machte ohnehin bereits deutlich, dass die paar hundert zu erwartenden Pflegekräfte aus Brasilien das Problem nicht lösen können. Der Mangel an Pflegekräften sei ein innerdeutsches Problem. Recht hat Herr Brysch. Die Lösung liegt aus Sicht der AfD-Fraktion in strukturellen Reformen in Deutschland selbst und nicht im Import von Fachkräften aus aller Herren Länder. In erster Linie müssen Unternehmen vor allem das Lohnniveau und die Arbeitsbedingungen verbessern, um die Bereitschaft von Teilzeitbeschäftigten zum Aufstocken und von Ausgestiegenen zur Rückkehr in den Beruf zu erhöhen. Das muss das Ziel einer verantwortungsvollen, sozialen und weitsichtigen Politik im Interesse Deutschlands sein.“","https://afdbundestag.de/rene-springer-bessere-arbeitsbedingungen-in-der-pflege-statt-neoliberalem-migrationsaktionismus/"
"Alice Weidel: Heizungsverbotsgesetz muss gestoppt werden",NA,"Berlin, 22. Mai 2023. Im Streit der Ampelkoalition um das umstrittene Heizungsgesetz hat der SPD-Vorsitzende Lars Klingbeil Änderungen in der geplanten Novelle des Gebäudeenergiegesetzes in Aussicht gestellt und drängt auf eine Verabschiedung noch vor der Sommerpause. Dazu erklärt die Fraktionsvorsitzende der AfD im Deutschen Bundestag, Alice Weidel:","Berlin, 22. Mai 2023","„Dass die Kanzlerpartei SPD am katastrophalen grünen Heizungsgesetz festhält und es noch vor der Sommerpause durch den Bundestag peitschen will, ist unverantwortlich: Die sogenannte Wärmewende der von grünen Ideologen und Lobbyisten getriebenen Ampel ist ein nie dagewesener Enteignungs- und Verarmungsfeldzug gegen die deutschen Bürger, insbesondere die Mittelschicht. Der Austausch- und Sanierungszwang wird das Wohnungsangebot weiter verknappen und das Wohnen für Millionen Menschen noch teurer machen. Daran ändern auch immer neue Überarbeitungen nicht das Geringste. Das immer größere Subventionschaos wird die horrenden Kosten für die Bürger nicht ansatzweise decken. Das Gesetzesvorhaben muss jetzt endlich gestoppt werden, denn es würde schwerste soziale Verwerfungen verursachen. Wenn die FDP dieses Enteignungsgesetz nicht zur Koalitionsfrage macht, sondern wie schon den Ausstieg aus der Kernenergie am Ende mitträgt, hat sie endgültig jegliche Glaubwürdigkeit verloren und wird dem nächsten Bundestag völlig zurecht nicht mehr angehören.“","https://afdbundestag.de/alice-weidel-heizungsverbotsgesetz-muss-gestoppt-werden/"
"Gottfried Curio: Einbürgerungserleichterungen nicht im Interesse der Deutschen","Berlin, 19. Mai 2023. ","Zu den Berichten über Pläne der Bundesregierung zu einer Reform des Staatsbürgerschaftsrechts erklärt der innenpolitische Sprecher der AfD-Fraktion im Deutschen Bundestag, Gottfried Curio:",NA,"„Deutschlands Gemeinden und Kommunen ächzen seit Monaten unter einer immer weiter anwachsenden Rekordeinwanderung und die Ampel hat nichts Besseres zu tun, als weitere Pull-Signale durch Einbürgerungserleichterungen zu senden. Auch Fake-News über von der FDP eingebrachte Verschärfungen täuschen den Bürger nicht, sie sollen als Feigenblatt für den durchgesetzten Faeser-Entwurf dienen. Die entscheidenden Lockerungen des Koalitionsvertrages bleiben: Die Staatsbürgerschaft kommt schon nach fünf statt acht Jahren, bei einer sogenannten ‚besonderen Integrationsleistung‘ schon nach drei Jahren. Dass Integration bei der geplanten regelhaften doppelten Staatsbürgerschaft nicht funktioniert, sieht man allerdings beispielhaft an den eingebürgerten Türken, die einem Erdogan als Mehrheitsbeschaffer dienen.Aktuelle Berichte, nach denen jeder vierte Viertklässler nicht richtig lesen kann, beweisen, dass eine Integration tatsächlich gescheitert ist. Dass auch die Ampel selbst nicht an etwaige Integrationserfolge glaubt, verdeutlicht die geplante Abschaffung von schriftlichen Sprachtests für Migranten, die über 67 Jahre sind. Offenbar soll die Fähigkeit, für ein zu setzendes Kreuzchen noch ‚SPD‘ auf einem Wahlzettel lesen zu können, ausreichen. Da also SPD, Grüne und FDP offenbar selbst nicht an erfolgreiche, schon nur sprachliche Integration glauben, sollen jetzt einfach brutal Fakten geschaffen werden: Wer hier geboren wird, sei Deutscher – so wird, maximal integrations- und sachwidrig, dekretiert (einige Jahre rechtmäßiger Aufenthalt eines Elternteils helfen da gar nichts). Dabei dürften fehlende Integrationsbemühungen – etwa in Form nicht vorhandener Sprachkenntnisse – nicht durch eine noch frühere Verramschung der deutschen Staatsbürgerschaft belohnt werden. Und wenn nur bestimmte Straftaten eine Einbürgerung verhindern sollen, bleibt die Frage: Warum eigentlich nicht alle Straftaten? Und glaubt irgendwer, dass Lippenbekenntnisse zur Gleichberechtigung von Mann und Frau, mit denen man sich unbegrenzten Aufenthalt und alle Staatsbürgerrechte verschaffen kann, Überzeugungen widerspiegeln?Offensichtlich sollen die Blitzeinbürgerungen – bei abgesenkten Ansprüchen an die Integrationsleistung – der Ampel bereits bei den nächsten Wahlen unter die Arme greifen: Denn bei den angestammten Deutschen wird sie mit jeder weiteren Woche, die dem Bürger die desaströsen Auswirkungen ihres ideologischen Gesellschafts- und Wirtschaftsumbaus zeigen, zunehmend unpopulär. Die AfD-Fraktion fordert: Es sollte zuerst der tatsächliche Integrationserfolg vergangener Einbürgerungen statistisch überprüft werden, Grenzen gesichert und Abschiebungen systematisch wieder eingeführt werden, bevor man durch eine weitere Verflachung der Einbürgerungskriterien die derzeitige gescheiterte Einwanderungspraxis verewigt. Offensichtlich vertritt die Regierung bei ihrem Gesetzesvorhaben aber nicht die Interessen der Deutschen, sondern vor allem die Interessen auch illegaler Zuwanderer, die eigentlich, da sie aus einem sicheren Drittland kommen, nicht bleibeberechtigt sind, als solches aber von der Regierung akzeptiert werden.“","https://afdbundestag.de/gottfried-curio-einbuergerungserleichterungen-nicht-im-interesse-der-deutschen/"
"Kay Gottschalk: Die Schuldenbremse muss endlich eingehalten werden","Berlin, 18. Mai 2023.","Zum aktuellen Schuldenstreik in den USA teilt der finanzpolitische Sprecher der AfD-Bundestagsfraktion, Kay Gottschalk, mit:",NA,"„Auch Deutschland sieht sich mit einer hohen Staatsverschuldung konfrontiert, was ähnliche Risiken wie in den USA mit sich bringen könnte. Im vergangenen Jahr wurde die verfassungsmäßig festgeschriebene Schuldenbremse erneut ausgesetzt, doch wir sind der Ansicht, dass dies nun ein Ende haben muss. Die AfD-Fraktion fordert von der Bundesregierung entschlossene Maßnahmen zur Tilgung der Staatsschulden und die Vermeidung einer weiteren Aussetzung der Schuldenbremse. Eine nachhaltige Bewältigung der Verschuldung ist von größter Bedeutung, um die finanzielle Sicherheit zu gewährleisten und die negativen Folgen auf das Wirtschaftswachstum zu minimieren.
Darüber hinaus verlangt die AfD-Fraktion seit langem, dass die Europäische Zentralbank (EZB) ihre primäre Verantwortung, nämlich die Gewährleistung der Geldwertstabilität, wahrnimmt. Die AfD-Fraktion setzt sich für eine verantwortungsvolle Geldpolitik ein, die darauf abzielt, die finanzielle Stabilität der Eurozone zu erhalten und mögliche Risiken zu minimieren.Die AfD-Bundestagsfraktion ist überzeugt, dass eine konsequente Umsetzung dieser Forderungen von entscheidender Bedeutung ist, um die langfristige finanzielle Sicherheit Deutschlands und Europas zu gewährleisten. Es ist von höchster Dringlichkeit, die Staatsschulden abzubauen und eine verantwortungsvolle Haushaltspolitik zu verfolgen, um die Zukunft unserer Wirtschaft und Währung zu schützen.“","https://afdbundestag.de/kay-gottschalk-die-schuldenbremse-muss-endlich-eingehalten-werden/"
"Martin Reichardt: Sogenanntes Selbstbestimmungsgesetz öffnet Willkür Tür und Tor",NA,"Berlin, 17. Mai 2023. ","Berlin, 17. Mai 2023","„Die berechtigte Kritik von Frauen am von der Bundesregierung geplanten sogenannten Selbstbestimmungsgesetz, seien es nun Feministen wie Alice Schwarzer oder Politiker der AfD-Bundestagsfraktion wie Beatrix von Storch, sollte nicht im öffentlich-rechtlichen Rundfunk so unausgewogen und einseitig überzogen dargestellt werden. Dies schadet der notwendigen Debattenkultur unseres Landes. Das sogenannte Selbstbestimmungsgesetz öffnet der Willkür Tür und Tor, da selbst gerade dem Kindesalter entwachsene Jugendliche durch schlichten Sprechakt bei den Standesämtern ihr Geschlecht ändern können sollen. So will es die Regierung. Die AfD-Fraktion lehnt das ganze Gesetz entschieden ab, verweist auf mögliche schwere Folgen für das körperliche und seelische Wohlbefinden, insbesondere der Kinder und Jugendlichen, wie auch für Frauen beispielsweise in Saunen oder öffentlichen Toiletten. Das Gesetz hat den Namen Selbstbestimmung nicht verdient und täuscht über seinen wahren Kern.Die AfD-Bundestagsfraktion setzt sich für ein harmonisches Verhältnis der beiden Geschlechter ein, sowie für eine faire Debattenkultur – auch in Sendungen zwangsfinanzierter, regierungsfreundlicher Satiriker wie Jan Böhmermann. Das Willkürgesetz zum Geschlechtswechsel per Sprechakt hat nichts mit echter Selbstbestimmung zu tun und wird von der AfD-Fraktion entschieden abgelehnt.“","https://afdbundestag.de/martin-reichardt-sogenanntes-selbstbestimmungsgesetz-oeffnet-willkuer-tuer-und-tor-2/"
"René Springer: Jeder Fünfte von Armut bedroht – Konsequenzen der Regierungspolitik spitzen sich zu",NA,"Berlin, 17. Mai 2023. In Deutschland waren im vergangenen Jahr rund 17,3 Millionen Menschen von Armut oder sozialer Ausgrenzung bedroht. Das hat eine Auswertung des Statistischen Bundesamts in Wiesbaden ergeben. Insgesamt entsprach das etwa einem Fünftel (20,9 Prozent) der Bevölkerung, so die Behörde. Der arbeits- und sozialpolitische Sprecher der AfD-Bundestagsfraktion, René Springer, erklärt dazu: ","Berlin, 17. Mai 2023","„Die Konsequenzen von Massenmigration in die Sozialsysteme, erdrückende Steuerlast, der Zerstörung des Industriestandortes Deutschland, der außenpolitischen Isolierung und Sanktionspolitik sowie der grünen Sabotage an unserer Energieversorgung schlagen sich immer härter auf das tägliche Leben der Bürger nieder. Als AfD-Fraktion haben wir die Ursachen dieser Entwicklungen bereits vor zwei Jahren analysiert und einen Antrag (Drucksache 19/30403) zur zielgerichteten Gegenwirkung eingebracht. Erwartungsgemäß wurde dieser von allen anderen Parteien abgelehnt. Dabei ist und bleibt der soziale und materielle Abstieg der Deutschen die Konsequenz der Politik der etablierten Parteien und kein Naturgesetz. Nur mit der konsequenten Abkehr von den gefährlichen Dogmen in der gegenwärtigen Migrations- Wirtschafts-, Energie- und Sozialpolitik kann das Ruder für Deutschland noch rumgerissen werden. Und nur die AfD-Fraktion ist bereit, die notwendigen Schritte nicht bloß anzusprechen, sondern auch umzusetzen.“","https://afdbundestag.de/rene-springer-jeder-fuenfte-von-armut-bedroht-konsequenzen-der-regierungspolitik-spitzen-sich-zu/"
"Leif-Erik Holm: Habeck ist angeschlagen",NA,"Berlin, 17. Mai 2023. Der wirtschaftspolitische Sprecher der AfD-Bundestagsfraktion, Leif-Erik Holm, sieht Wirtschaftsmister Robert Habeck nach dem Graichen-Rückzug als beschädigt an:","Berlin, 17. Mai 2023","„Graichens Abgang war überfällig. Mit ihm hatte sich das Wirtschaftsministerium zum Ministerium für Vetternwirtschaft und Klüngelschutz entwickelt. Und dabei ging es längst nicht nur um die Trauzeugenaffäre. Auch die millionenschwere Auftragsvergabe an die Öko-Lobby und die zahlreichen engen verwandtschaftlichen und freundschaftlichen Beziehungen Graichens zu den Begünstigten hat zu einem massiven Vertrauensverlust geführt.Habeck mag mit der Entscheidung nun die Notbremse gezogen haben, als Minister ist er dennoch beschädigt. Er ist ganz klar angeschlagen und muss sich fragen lassen, warum er vor einer Woche nach der Befragung im Ausschuss noch an Graichen festhielt und was nun zu seinem plötzlichen Sinneswandel geführt hat. Möglicherweise droht noch mehr aus dem grünen Günstlingssumpf emporzukommen. Zum Beispiel, dass das Öko-Institut der beiden Graichen-Geschwister allein in dieser Legislaturperiode Aufträge von Bundesministerien und Bundesbehörden im Umfang von rund zwölf Millionen Euro bekommen hat. Allen voran aus dem Wirtschaftsministerium, wie meine Anfrage an die Bundesregierung gerade zu Tage gebracht hat.Habeck muss nun endlich reinen Tisch machen und mit dem gesamten grünen Filz in seinem Ministerium und den nachgeordneten Behörden aufräumen. Die AfD-Fraktion wird ihm dabei gerne helfen und beantragt einen Untersuchungsausschuss zu der sich immer weiter ausweitenden Affäre.“","https://afdbundestag.de/leif-erik-holm-habeck-ist-angeschlagen/"
"Kay Gottschalk: Entscheidung des BGH im Cum-Ex-Tagebuchstreit ist im Sinne der Öffentlichkeit",NA,"Berlin, 16. Mai 2023. Der Bundesgerichtshof hat im „Cum-Ex“-Tagebuchstreit um den Warburg-Banker Christian Olearius das Urteil des OLG in Hamburg aufgehoben. Der finanzpolitische Sprecher der AfD-Bundestagsfraktion Kay Gottschalk erklärt dazu:","Berlin, 16. Mai 2023","„Wir begrüßen die Entscheidung des Bundesgerichtshofs im sogenannten Tagebuchstreit sehr. Hiermit wird das Informationsinteresse der Öffentlichkeit und somit die Transparenz in wichtigen Fällen gestärkt. Die Entscheidung des Oberlandesgerichts Hamburg war schon damals falsch und wurde ja nun entsprechend in der höheren Instanz aufgehoben.Natürlich sind auch die Persönlichkeitsrechte ein sehr hohes Gut, die geschützt werden müssen. Aber in besonderen Fällen wiegt das Interesse der Allgemeinheit schwerer, zumal es sich gerade bei Cum-Ex nicht nur um ein kleines Problemchen handelt, sondern um einen waschechten Steuerskandal, der bis zum Bundeskanzler höchstpersönlich reicht.Es ist weiterhin klar, dass der Bundeskanzler hier eindeutig nicht die ganze Wahrheit erzählt. Erst vor kurzem sind wieder neue Dokumente aufgetaucht, die an dessen Glaubwürdigkeit immer weiter zweifeln lassen. Es würde mich nicht wundern, wenn in der Zukunft immer mehr solcher Dokumente auftauchen, die am Ende klar und deutlich belegen, dass der Bundeskanzler Olaf Scholz gelogen hat.Der Cum-Ex-Untersuchungsausschuss wird hier auf jeden Fall eine wichtige Arbeit übernehmen und auf der politischen Ebene die notwendige Aufklärung betreiben. Als AfD-Fraktion werden wir alles Notwendige tun, damit die Bürgerinnen und Bürger dieses Landes am Ende wissen, was die Wahrheit ist. Das Resultat wird sein, dass entweder die Glaubwürdigkeit des Bundeskanzlers wiederhergestellt wird oder aber, was aus meiner Sicht wahrscheinlicher ist, er wird der Lüge überführt und somit unhaltbar in seinem Amt.“","https://afdbundestag.de/kay-gottschalk-entscheidung-des-bgh-im-cum-ex-tagebuchstreit-ist-im-sinne-der-oeffentlichkeit/"
"Götz Frömming: 20 Jahre Versagen der deutschen Bildungspolitik – Sozialtherapeutische Maßnahmen beenden","Berlin, 16. Mai 2023. ","Die heute vorgestellte internationale Schulleistungsstudie IGLU 2021 zeigt, dass die Lesekompetenz von Viertklässlern (2021: 524 Punkte) gegenüber der letzten Erhebung 2016 (537 Punkte) und der ersten Erhebung 2001 (539 Punkte) noch weiter gesunken ist. Mittlerweile kann ein Viertel der Schüler in Deutschland nicht mehr richtig lesen, die Schere zwischen guten und schlechten Schülern ist noch weiter auseinandergegangen. Hierzu erklärt der schulpolitische Sprecher und Parlamentarische Geschäftsführer der AfD-Bundestagsfraktion, Götz Frömming:","Die heute vorgestellte internationale Schulleistungsstudie IGLU 2021 zeigt, dass die Lesekompetenz von Viertklässlern (2021: 524 Punkte) gegenüber der letzten Erhebung 2016 (537 Punkte) und der ersten Erhebung 2001","„Die Ergebnisse sind skandalös. Schon wieder haben wir uns verschlechtert. Die rot-rot-grüne Bildungspolitik der vergangenen 20 Jahre zerstört nicht nur den Wirtschaftsstandort Deutschland, sondern verspielt auch die Zukunft unserer Kinder. Wir müssen das Ruder jetzt radikal herumreißen. Die sozialtherapeutischen Maßnahmen der letzten beiden Jahrzehnte müssen endlich ein Ende finden. Die AfD-Fraktion fordert mehr Mut zur Disziplin, die Wiederherstellung der Autorität des Lehrers und ein nach Leistung differenzierendes Schulsystem, das Erfolge und Niederlagen der Schüler zulässt. Wir brauchen kleinere Klassen. Und vor allem müssen Bildungsstand und Bildungsfähigkeit ein zentrales Kriterium einer zukünftigen, klugen Einwanderungspolitik sein.“","https://afdbundestag.de/goetz-froemming-20-jahre-versagen-der-deutschen-bildungspolitik-sozialtherapeutische-massnahmen-beenden/"
"Stephan Brandner: AfD-Fraktion beantragt Untersuchungsausschuss zu Verstrickungen der Bundesregierung",NA,"Berlin, 16. Mai 2023. Die AfD-Fraktion im Deutschen Bundestag beantragt die Einsetzung eines Untersuchungsausschusses zu „familiären und persönlichen Verstrickungen in der Bundesregierung und Verbindungen der bundesdeutschen Exekutive finanzieller, persönlicher, politischer und wirtschaftlicher Art zu internationalen Organisationen“. Der Antrag wurde federführend von dem Parlamentarischen Geschäftsführer der AfD-Fraktion, Stephan Brandner, erstellt. Brandner teilt dazu mit:","Berlin, 16. Mai 2023","„Während CDU und CSU noch lamentieren, hat die AfD-Fraktion den Antrag zur Untersuchung des grünen Filz bereits eingereicht (Bt-Drs. 20/6776). Schluss mit der Salamitaktik: Die Verstrickungen und Verflechtungen rund um Habeck und Graichen – aber auch in das internationale Milieu – müssen endlich umfassend aufgedeckt werden.Wir nehmen unseren Auftrag als Oppositionskraft sehr ernst und haben einen umfassenden Antrag vorgelegt, der nicht nur die Besetzung von Stellen durch Familie und Freunde thematisiert, sondern auch Geldflüsse zu Organisationen aufgreift und internationale Verbindungen offenlegen will. Die Bürger haben ein Recht darauf, zu erfahren wie unabhängig unsere Bundesregierung agiert.“","https://afdbundestag.de/stephan-brandner-afd-fraktion-beantragt-untersuchungsausschuss-zu-verstrickungen-der-bundesregierung/"
"Attacke auf Gesundheits-IT-Dienstleister Bitmarck muss aufgearbeitet werden",NA,"Berlin, 16. Mai 2023. Zur erneuten Cyberattacke auf den Gesundheits-IT-Dienstleister Bitmarck, die dazu geführt hat, dass das Münchner Rechenzentrum des Unternehmens vom Netz genommen wurde, erklärt die digitalpolitische Sprecherin der AfD-Bundestagsfraktion, Barbara Lenk:","Berlin, 16. Mai 2023","„Dieser Cyberangriff auf einen IT-Ausrüster von Krankenversicherungen hat neben einer technischen auch eine politische Dimension. Angesichts der laufenden Digitalisierung des Gesundheitswesens, speziell der elektronischen Patientenakte, muss die Sicherheit der sensiblen Daten der Versicherten oberste Priorität haben. Hier ist die Bundesregierung, namentlich das Bundesgesundheitsministerium, gefragt, tragfähige Lösungen zu entwickeln. Auch muss der Umstand, dass Bitmarck IT-Dienstleister für 80 von 96 gesetzlichen Krankenversicherungen ist, kritisch geprüft werden. Eine solch monopolähnliche Stellung zieht im Krisenfall Schäden für Millionen von Versicherten nach sich. Hier sollte dringend über dezentrale Lösungen der IT- und Datensicherheit nachgedacht werden.Versicherte sorgen sich um ihre Gesundheitsdaten. Ihre Möglichkeiten, mit ihrer Versicherung online zu kommunizieren, sind stark eingeschränkt: Elektronische Krankmeldungen werden nicht bearbeitet, Anträge auf Zahlung von Krankengeld ebenso wenig. Ob es zum Abfluss medizinischer Daten in Folge der Attacke gekommen ist, muss restlos aufgeklärt werden. Wenn die elektronische Patientenakte zu einem Erfolg werden soll, müssen die Menschen der Sicherheit der dort hinterlegten Daten vertrauen können. Wir als AfD-Fraktion fordern die Bundesregierung auf, die richtigen Schlüsse aus der Attacke auf Bitmarck zu ziehen.“","https://afdbundestag.de/attacke-auf-gesundheits-it-dienstleister-bitmarck-muss-aufgearbeitet-werden/"
"Christina Baum: Einführung eines Pandemievertrages durch die WHO muss verhindert werden",NA,"Berlin, 13. Mai 2023. Zur anhaltenden Debatte über die Pläne der Weltgesundheitsorganisation (WHO), eine neue globale Gesundheitsarchitektur zu errichten und den Umgang mit zukünftigen Pandemien vertraglich zu regeln, erklärt die AfD-Bundestagsabgeordnete Christina Baum, Mitglied im Gesundheitsausschuss des Deutschen Bundestages:","Berlin, 13. Mai 2023",",,Dass 75 Jahre nach Gründung der WHO eine Reform dringend notwendig ist, hat die AfD-Bundestagsfraktion bereits während der Corona-Pandemie erkannt. Es müssen grundlegende strukturelle Änderungen vorgenommen werden, um die Unabhängigkeit und Verschlankung der WHO wieder herzustellen. Die schleichende Einführung eines Pandemievertrages und die Reformierung der internationalen Gesundheitsvorschriften durch die WHO und ihrer privaten Geldgeber, muss mit allen Mitteln verhindert werden. Sonst werden Entscheidungen über die Länderparlamente hinweg getroffen, die in neuen Pandemiesituationen ganze Staaten lahmlegen können. Diese Zentralisierungsbestrebungen, die Verlagerung von Entscheidungen in immer entferntere Gremien, die nicht demokratisch gewählt und die vom Volk nicht zur Verantwortung gezogen werden können, entsprechen nicht dem allgemeinen Demokratieverständnis und schon gar nicht dem Demokratieverständnis unserer AfD-Fraktion.“","https://afdbundestag.de/christina-baum-einfuehrung-eines-pandemievertrages-durch-die-who-muss-verhindert-werden/"
"Kay Gottschalk: Von EU-Kommission vorgeschlagene Vergemeinschaftung der Einlagensicherungen muss verhindert werden",NA,"Berlin, 13. Mai 2023.","Berlin, 13. Mai 2023","Hierzu erklärt der finanzpolitische Sprecher der AfD- Bundestagsfraktion, Kay Gottschalk:„Der Europäische Rechnungshof bestätigt die Befürchtung der AfD-Fraktion, dass die EZB ihre Bankenaufsichtsfunktion trotz der Warnungen der Bafin vor einem perfekten Sturm im Bankensektor‘ nur selektiv wahrnimmt und ein Großteil der tatsächlich notleidenden Kredite insbesondere der Eurosüdländer nicht hinreichend aufgedeckt oder gar abgebaut sind. In den Bilanzen dieser Banken schlummern daher nach wie vor Verlustrisiken in Milliardenhöhe, die sich durch die seit 2008 verschleppte Banken-, Staatsschulden- und Eurokrise aufgestaut haben. und sich nun durch die verheerende Sanktionspolitik der EU und die Negativfolgen der inflationären und fiskalpolitisch getriebenen Geldpolitik der EZB manifestieren. Nun die Einlagensicherungssysteme zu vergemeinschaften, käme dem Beitritt einer Brandschutzversicherung gleich, die kurz vor der Pleite steht, weil bei den anderen Kunden bereits unkontrolliert Schwelbrände lodern und die zentrale Feuerwehr sich weigert Alarm auszulösen und Löschmaßnahmen einzuleiten. Die AfD-Fraktion fordert daher den Bundesfinanzminister Christian Lindner auf, seinen Worten auch Taten folgen zu lassen und nicht auch noch diese Haftungsrisiken auf Kosten der deutschen Sparer zu vergemeinschaften.“","https://afdbundestag.de/kay-gottschalk-von-eu-kommission-vorgeschlagene-vergemeinschaftung-der-einlagensicherungen-muss-verhindert-werden/"
"Kay-Uwe Ziegler: Pflege darf nicht arm machen und muss uneingeschränkt bezahlbar bleiben",NA,"Berlin, 12. Mai 2023. Der internationale Tag der Pflege wird in Deutschland seit 1967 veranstaltet. Er ist Anlass zur Würdigung und Wertschätzung in der Pflege tätiger Menschen. Gleichzeitig ist der Tag eine Gelegenheit, Anerkennung, Lob, Dank und Ermutigung für die Mitarbeiter in der Pflege zum Ausdruck zu","Berlin, 12. Mai 2023. Der internationale Tag der Pflege wird in Deutschland seit 1967","Der Obmann im Gesundheitsausschuss für die AfD-Bundestagsfraktion, Kay-Uwe Ziegler, teilt dazu mit:„Am heutigen Tag der Pflege gilt mein besonderer Dank den vielen Beschäftigten, die in der Pflege tätig sind. Nach wie vor stehen wir vor einem großen Mangel an Fachkräften. Fast jeder Mensch ist früher oder später direkt von Pflege abhängig, sei es bei einem Krankenhausaufenthalt oder im Alter. Die Mitarbeiter der Pflege sind eine unverzichtbare Säule unserer Gesundheitsversorgung und verdienen mehr denn je gute Ausbildungs- und Arbeitsbedingungen. Die AfD-Bundestagsfraktion setzt sich weiter dafür ein, dass die Bundesregierung nicht länger dem Thema ausweicht, sondern ernsthafte Schritte zum Wohle von Patienten und in der Pflege tätigen Menschen ergreift. Pflege darf nicht arm machen und muss uneingeschränkt bezahlbar bleiben.“","https://afdbundestag.de/kay-uwe-ziegler-pflege-darf-nicht-arm-machen-und-muss-uneingeschraenkt-bezahlbar-bleiben/"
