url,headline,date,author,fulltext
https://www.afd.de/afd-einzelfallticker-macht-wahres-ausmass-von-migrantenkriminalitaet-sichtbar/,AfD-Einzelfallticker macht wahres Ausmaß von Migrantenkriminalität sichtbar,29. März 2023,NA,"Ob „Angriff auf Helfer: Jugendliche attackieren 33-Jährigen“, „Mann (33) hilft Frau und wird selbst zum Opfer“ oder „Flüchtling soll 11-jährigen Jungen in Kinder- und Jugendeinrichtung vergewaltigt haben“ – hinter solchen oder ähnlichen Überschriften zahlloser Meldungen auf dem https://www.afd.de/einzelfallticker/ steht die Verrohung der Gesellschaft. Mitverantwortlich sind Migranten aus aller Herren Länder. Mit dem Einzelfallticker will die AfD zeigen, dass das wahre Ausmaß der Zunahme von Gewaltdelikten durch Migranten erst mit einem Blick auf den Einzelfallticker sichtbar wird.
Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, kommentiert den AfD-Einzelfallticker wie folgt:
„Mit dem Einzelfallticker übernimmt die AfD die Rolle des objektiven Aufklärers, nachdem die eigentlich dafür zuständigen Medien dazu überwiegend schweigen oder verschleiern. Die einzelne Lokalzeitung berichtet zwar über die Messerattacke oder Gruppenvergewaltigung in ihrem Verbreitungsgebiet, verklausuliert aber das Profil des Täters dahingehend, dass völlig unklar bleibt, woher der Täter stammt oder ob er gegebenenfalls längst hätte abgeschoben werden müssen, weil er sich illegal im Land aufhält. Die Bürger wollen wissen, woher der Täter kommt und aus welchem sozialem Umfeld er stammt. Denn wer die Profile der Täter kennt, der sieht, dass mit der ungesteuerten Migration von Millionen Menschen aus oftmals archaisch strukturierten Gesellschaften oder aus Krisen- und Kriegsgebieten eben auch Menschen zu uns kommen, für die Gewalt zum alltäglichen Leben einfach dazu gehört. Mit dem Einzelfallticker zeigen wir, dass es eben doch eine Zunahme von Messerattacken, Vergewaltigungen und anderer schwerer Straftaten von Migranten in Deutschland gibt. Wir wollen mit dem Ticker die Bundesregierung auffordern, dass es mit der ungesteuerten Migration so nicht weitergehen kann. Herr Scholz und Frau Faeser müssen zu einem Migrationsgipfel zusammenkommen und endlich Gegenmaßnahmen beschließen.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-afd-wirkt-bundesverfassungsgericht-stellt-umstrittene-vorabinformation-an-ausgewaehlte-pressevertreter-vorerst-ein/,Stephan Brandner: AfD wirkt: Bundesverfassungsgericht stellt umstrittene Vorabinformation an ausgewählte Pressevertreter vorerst ein!,NA,Stephan Brandner,"Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, zeigt auf, dass sich offenbar die Ansicht der AfD auch in diesem Bereich durchgesetzt habe.
„Für uns steht außer Frage, dass die Informationspraxis an bestimmte dem Bundesverfassungsgericht genehme Medien nicht nur unverschämt, sondern auch rechtlich unhaltbar war und ist. Umso erstaunlicher, dass das Bundesverfassungsgericht sich in unserem Klageverfahren mit fragwürdigen Argumentationen verteidigte und nun exakt das tut, was wir verlangten. Im Ergebnis ist das aber gut für den Rechtsstaat, war es doch nicht nur so, dass die Prozessbeteiligten keinen Einblick in die Entscheidung und die Begründung erhalten hatten, nein, auch erhielten nur ausgesuchte Medienvertreter Zugang. Willkürliche Öffentlichkeitsarbeit, der zudem das Geschmäckle anheftete, sich einzelne Medien gewogen zu halten oder zu machen. Gut, dass das nun ein Ende hat, hoffentlich für immer. AfD wirkte auch hier für den Rechtsstaat.”
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-kein-orden-fuer-merkel-sie-hat-deutschland-als-scherbenhaufen-hinterlassen/,Stephan Brandner: Kein Orden für Merkel – sie hat Deutschland als Scherbenhaufen hinterlassen!,NA,Stephan Brandner,"Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, betont, dass Angela Merkel enormen Schaden für Deutschland gebracht habe und eher bestraft als geehrt gehört.
„Egal ob das kolossale Versagen in der Flüchtlingskrise, der Ausstieg aus der Kernenergie oder die sogenannte Eurorettung: Merkel hat Deutschland ruiniert und als Scherbenhaufen hinterlassen. Ihre katastrophale Politik wird Deutschland noch Jahrzehnte und mehrere Generationen sehr belasten – ihre durch nichts zu rechtfertigenden Fehlentscheidungen sind mit nichts zu entschuldigen. Dass nun gerade der höchst umstrittene Steinmeier, der wohl schlechteste deutsche Bundespräsident mit Hang zu linksextremistischem Liedgut, Merkel diesen Orden verleiht, spricht Bände und gegen solche Auszeichnungen grundsätzlich.”
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/tino-chrupalla-un-sicherheitsrat-verpasst-gelegenheit-zur-staerkung-der-uno/,Tino Chrupalla: UN-Sicherheitsrat verpasst Gelegenheit zur Stärkung der UNO,28. März 2023,Tino Chrupalla,"Im UN-Sicherheitsrat haben nur Russland, China und Brasilien für eine „umfassende, transparente und unparteiische Untersuchung“ des Anschlags auf Nord Stream gestimmt. Dazu erklärt Tino Chrupalla, Bundessprecher der Alternative für Deutschland:


„Die westlichen Mächte und die Nichtständigen Mitglieder wollen offenbar keine internationale und unabhängige Aufklärung. Das ist schade. So sind wir weiterhin auf die Ermittlungen parteiischer Staaten und die Recherchen unparteiischer Investigativ-Journalisten angewiesen. Die Mitglieder des UN-Sicherheitsrat haben eine Gelegenheit verpasst, die UNO in der gegenwärtigen Krise zu stärken. Sie überlassen die Initiative den BRICS-Staaten. In Deutschland setzt sich nur die Alternative für Deutschland für eine schonungslose Aufklärung des Anschlags und die konsequente Bestrafung der Täter ein.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-bundesregierung-will-meinungslenkung-bis-zur-gleichschaltung/,Stephan Brandner: Bundesregierung will Meinungslenkung bis zur Gleichschaltung,NA,Stephan Brandner,"„Wenn eine Demokratie ein Demokratiefördergesetz installiert, stimmt mit dieser Demokratie etwas nicht. Eine wehrhafte Demokratie wird nicht dadurch geschaffen, dass verrückte Ideologien und ein Sammelsurium bunter Ideen finanziert, aber andere Ansichten entweder diffamiert oder gar kriminalisiert werden. Eine massive finanzielle – sogar über das aktuelle Maß hinausgehende – Unterstützung von Personen und Vereinen schafft nur Abhängigkeiten und fördert keineswegs die Demokratie, es ist ganz im Gegenteil ein Anschlag auf unsere Demokratie“, so der stellvertretende Bundessprecher der Alternative für Deutschland Stephan Brandner.
„Um die Demokratie zu fördern, brauchen wir mehr direkte Bürgerbeteiligung, nämlich direktdemokratische Elemente, die das Interesse der Bürger an der Politik stärken. Das ist die Demokratieförderung nach Art der AfD!“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/afd-wird-wahlpruefungsbeschwerde-gegen-die-ohne-afd-liste-geplante-durchfuehrung-der-bremischen-buergerschaftswahl-vorbereiten/,AfD wird Wahlprüfungsbeschwerde gegen die ohne AfD-Liste geplante Durchführung der Bremischen Bürgerschaftswahl vorbereiten!,23. März 2023,NA,"Carlo Clemens, Mitglied im AfD-Bundesvorstand, kommentiert die Entscheidung des Bremer Wahlausschusses wie folgt:
„Aus Sicht des Bundesvorstandes der AfD hat mit der am 15. Januar 2023 aufgestellten Landesliste eine ordnungsgemäß zustande gekommene Liste unserer Partei für die Wahl zur Bremischen Bürgerschaft vorgelegen, die über keine Mängel verfügt. Dies hat auch eine zuvor gemäß Bremischen Wahlgesetz durchgeführte Mängelprüfung ergeben.
Zur Rechtmäßigkeit des amtierenden Landesvorstandes hat das Landgericht Berlin mit Anerkenntnisurteil vom 16. März 2023 rechtswirksam entschieden, dass dieser – von der Presse gern auch als ‚Rumpfvorstand‘ bezeichnete – Landesvorstand sowohl beschlussfähig als auch vertretungsberechtigt im Amt sei (Az.: 22 O 55/23) – siehe hierzu den ersten PDF-Anhang.
Die zweite angeblich im Namen der AfD eingereichte Liste hat mit unserer Partei formalrechtlich nichts zu tun gehabt und hätte auch niemals als gültiger Wahlvorschlag der AfD behandelt werden dürfen, weil sie – wie zuvor schon von der Landeswahlbereichsleiterin sowie dem Wahlbereichsausschuss Bremen festgestellt – durchgreifende wahlrechtliche Mängel aufweist. Hierzu ist von der stellvertretenden Vertrauensperson unserer AfD-Liste, Herrn Fabian Jacobi, in der Beschwerdebegründung vom 20. März 2023 mit folgendem Fazit ausgeführt worden (siehe hierzu den zweiten PDF-Anhang):
Festzuhalten bleibt, dass nach den Maßgaben der oben zitierten Rechtsprechung des Bundesverfassungsgerichts, des Bayerischen Verfassungsgerichtshofs, des Verfassungsgerichtshofs des Landes Berlin, des Bundesverwaltungsgerichts, des Bayerischen Verwaltungsgerichtshofs und auch (bei verfassungskonformer Interpretation) des VGH Kassel ein Fall des doppelten Auftretens, der die Zurückweisung des Wahlvorschlags der AfD vom 16. Januar 2023 rechtfertigen könnte, nicht vorliegt.
Dementsprechend hat der Landeswahlausschuss diese Liste des ‚Notvorstands‘ heute auch richtigerweise abgelehnt. Dem nicht ordnungsgemäß einsetzten sogenannten ‚Notvorstand‘ hat der Bundesvorstand der AfD mit Beschluss vom 27. Februar 2023 vorsorglich seines Amtes enthoben und ihm untersagt, weiter im Namen unserer Partei aufzutreten.
Dass jetzt von den Mitgliedern des Landeswahlausschusses Bremen trotzdem entschieden worden ist, die Liste des sich sowohl beschlussfähig als auch vertretungsberechtigt im Amt befindlichen AfD-Landesvorstandes nicht anzuerkennen, ist für uns nicht nachvollziehbar. Wir werden hierzu eine Wahlprüfungsbeschwerde gegen die am 14. Mai 2023 anstehende Wahl zur Bremischen Bürgerschaft vorbereiten.
Leider waren auch die im Vorfeld vom Bundesvorstand unternommenen Vermittlungsbemühungen seitens des ‚Notvorstandes‘ nicht honoriert worden. Die beiden Vertrauenspersonen dieser anderen Liste waren rechtzeitig durch den Bundesvorstand aufgefordert worden, ihre chancenlose Liste zurückzuziehen und unserer Partei damit einen großen Dienst zu erweisen. Da sie dem nicht nachgekommen sind und somit ihre persönlichen Interessen über jene der AfD gestellt haben, hat der Bundesvorstand gegen beide den Parteiausschluss beantragt und ihnen die Mitgliedsrechte entzogen.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-nach-lindners-rueckzug-muss-auch-scholz-seinen-prunkbau-stoppen/,Stephan Brandner: Nach Lindners Rückzug muss auch Scholz seinen Prunkbau stoppen!,21. März 2023,Stephan Brandner,"Bundesfinanzminister Lindner gab, nach eindeutigen Forderungen der AfD, gegenüber der BILD-Zeitung bekannt, dass er die Pläne für den Ausbau des Finanzministeriums zu Gunsten des Wohnungsbaus ad acta legen werde.
Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, stellt klar, dass nun Bundeskanzler Olaf Scholz unter Zugzwang sei, seine Pläne für den opulenten Anbau an das Bundeskanzleramt ebenfalls auf Eis zu legen:
„Wenn zwei sich streiten, freut sich der Dritte und das könnte hier der Steuerzahler sein. Die Vorstellung, rund eine Milliarde Euro für einen protzigen Erweiterungsbau zu verschleudern, ist völlig aus der Zeit gefallen und angesichts der enormen Herausforderungen, vor denen Deutschland steht, nicht umsetzbar. Kanzler Scholz muss nun die Baupläne beerdigen!“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-kanzleramtsanbau-und-neubauprojekt-finanzministerium-stoppen/,Stephan Brandner: Kanzleramtsanbau und Neubauprojekt Finanzministerium stoppen!,20. März 2023,Stephan Brandner,"Während Bundesfinanzminister Lindner Bundeskanzler Scholz für den Anbau am Bundeskanzleramt kritisiert und selbst den Neubau seines Ministeriums vorantreibt, schlägt der stellvertretende Bundessprecher der Alternative für Deutschland, Stephan Brandner, die Beendigung beider Projekte vor.
„Grundübel ist der rasante Anstieg der Anzahl an Mitarbeitern in den völlig aufgeblähten Ministerien, die als Rechtfertigung für völlig überzogene Baumaßnahmen herhalten müssen. Damit muss Schluss sein: wir brauchen einen radikalen Stellenabbau, die Konzentration der Ministerien auf das Wesentliche und damit verbunden auch keine Neubauten. Es gilt, mit den Steuermitteln, die der hart arbeitende Bürger erwirtschaftet hat, verantwortlich umzugehen. Dass sich Scholz und Lindner die Schuld gegenseitig zuschieben, ist lächerlich, nehmen sich doch beide nichts.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/carlo-clemens-afd-landesvorstand-bremen-legt-beschwerde-beim-landeswahlausschuss-ein/,Carlo Clemens: AfD-Landesvorstand Bremen legt Beschwerde beim Landeswahlausschuss ein,17. März 2023,Carlo Clemens,"Aus Sicht des Bundesvorstandes der AfD liegt mit der am 15. Januar 2023 aufgestellten Landesliste eine ordnungsgemäß zustande gekommene Liste unserer Partei für die Wahl zur Bremischen Bürgerschaft vor, die über keine Mängel verfügt. Dies hat auch eine zuvor von der Landeswahlbereichsleiterin gemäß Bremischen Wahlgesetz durchgeführte Mängelprüfung ergeben. Dass jetzt von den Mitgliedern des Wahlbereichsausschusses die auf der Liste befindlichen Unterschriften von Mitgliedern unseres am 08. Mai 2022 rechtswirksam gewählten Landesvorstandes moniert wurden, ist nicht nachvollziehbar – vor allem auch deshalb nicht, weil der Wahlbereichsausschuss Bremerhaven unsere dortige Teilliste mit den gleichen Unterschriften heute schon anerkannt hat. Die AfD legt gegen diese Entscheidung fristgerecht Beschwerde ein und wird den Landeswahlausschuss Bremen anrufen, der spätestens am 23. März 2023 hierzu tagen wird.
Die zweite angeblich im Namen der AfD eingereichte Liste hat mit unserer Partei formalrechtlich nichts zu tun. Der Bundesvorstand hat den nicht ordnungsgemäß einsetzten sogenannten Notvorstand mit Beschluss vom 27. Februar 2023 vorsorglich seines Amtes enthoben und ihm untersagt, weiter im Namen unserer Partei aufzutreten. Einzig dem Verwirrung stiftenden parteischädigenden Wirken dieses „Notvorstandes“ ist es geschuldet, dass der Wahlbereichsausschuss in Bremen sich heute anders als der in Bremerhaven entschieden hat. Leider sind auch die im Vorfeld vom Bundesvorstand unternommenen Vermittlungsbemühungen seitens dieses „Notvorstandes“ nicht honoriert worden. Die beiden Vertrauenspersonen dieser anderen Liste waren außerdem rechtzeitig durch den Bundesvorstand aufgefordert worden, ihre Liste zurückzuziehen. Da sie dem nicht nachgekommen sind, hat der Bundesvorstand gegen beide den Parteiausschluss aus der AfD beantragt und ihnen die Mitgliedsrechte entzogen.
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-korruption-in-deutschland-besser-bekaempfen/,Stephan Brandner: Korruption in Deutschland besser bekämpfen!,16. März 2023,Stephan Brandner,"Nach Ansicht von Fachleuten des Europarats unternimmt Deutschland nicht genug im Kampf gegen Korruption. Bislang sei nur eine von vierzehn Empfehlungen des Anti-Korruptions-Gremiums Greco aus dem Jahr 2020 zufriedenstellend umgesetzt worden, hieß es in einem Bericht.
Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, schließt sich dem an und mahnt, dass Korruption in Deutschland nicht ausreichend Aufmerksamkeit erhalten würde.
„Zu Recht wird mangelnde Transparenz und die Rücksichtnahme auf finanzielle Interessen der Bundesminister kritisiert. Ich erinnere nur an den Erwerb der millionenenteuren Luxusvilla das damaligen Gesundheitsministers Spahn und sage ganz klar: die Altparteien haben sich den Staat zur Beute gemacht und viele Politiker versuchen möglichst hohe Profite aus ihrer Tätigkeit im Parlament zu schlagen. Hohe Nebenverdienste, intransparente Verfahren und eine mangelhafte Aufdeckung von Lobbyistenkontakten sowie enge Verstrickungen in die Wirtschaft sind Anzeichen einer vollkommen unzureichenden Bekämpfung von Korruption in Deutschland.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-verfassungsschutz-ist-blind-fuer-echten-extremismus/,Stephan Brandner: Verfassungsschutz ist blind für echten Extremismus,NA,Stephan Brandner,"Für Stephan Brandner, stellvertretendem Bundessprecher der Alternative für Deutschland, ist diese Einschätzung ein weiteres deutliches Zeichen, dass das Bundesamt für Verfassungsschutz gar kein Interesse daran hat, die freiheitlich-demokratische Grundordnung zu schützen, sondern viel mehr politisch im Sinne der Regierenden agiert:
„Es steht außer Frage, dass die Klimaextremisten sich gegen die Grundwerte unserer Gesellschaft positionieren. Allein schon die Forderung nach Gesellschaftsräten ist ein Schritt in Richtung Abschaffung unserer parlamentarischen Demokratie und beweist, welche antidemokratischen Bestrebungen diese Gruppierung antreiben – ganz abgesehen von den kriminellen Aktionen, die sie immer wieder durchführen, um in die Schlagzeilen zu kommen. Statt sich den wirklichen Extremisten zu widmen, beschäftigt sich der deutsche Verfassungsschutz lieber mit der Opposition um diese mundtot zu machen und die Regierung in ihrem Handeln zu schützen.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-toetung-der-12jaehrigen-luise-zeigt-einmal-mehr-strafmuendigkeit-auf-12-jahre-senken/,Stephan Brandner – Tötung der 12jährigen Luise zeigt einmal mehr: Strafmündigkeit auf 12 Jahre senken,14. März 2023,Stephan Brandner – Tötung der 12jährigen Luise zeigt einmal mehr,"Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland bekräftigt, dass die AfD sich für die Senkung der Strafmündigkeit einsetzt.
„Es ist entsetzlich und für mich unerklärlich, was in Freudenberg geschehen ist. Unerträglich ist aber nun, dass die Täterinnen nicht strafrechtlich belangt werden können. Deshalb ist für uns eine Änderung des Strafrechts unumgänglich und das nicht erst nach dem Bekanntwerden der Details in diesem Fall. Auch in der Vergangenheit sind Täter schlimmster Verbrechen ihren Strafen immer wieder entgangen, weil sie unter der Schwelle der 14 Jahre lagen. Wer eine solch grausame Tat begehen kann, dem sollte in Zukunft bewusst sein, dass sie auch strafrechtliche Konsequenzen haben wird. Ein erster Schritt dahin ist, den Beginn der Strafmündigkeit von 14 auf 12 Jahre zu senken. Dies fordern wir seit Jahren.”
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/mariana-harder-kuehnel-effektive-frauenpolitische-massnahmen-statt-feministischer-symbolpolitik/,Mariana Harder-Kühnel: Effektive frauenpolitische Maßnahmen statt feministischer Symbolpolitik,7. März 2023,Mariana Harder-Kühnel,"Zum Weltfrauentag: Während die Regierung sich vor allem um Quoten und eine sogenannte feministische Außenpolitik kümmert, fehlt es in Frauenhäusern an Plätzen für Mütter und ihre Kinder. Die weibliche Genitalverstümmelung nimmt weiter zu, und Mütter werden am Arbeitsplatz nach wie vor strukturell benachteiligt.
Dazu nimmt die stellvertretende Bundessprecherin, Mariana Harder-Kühnel, wie folgt Stellung:
„Quotenregelungen oder Leitlinien für eine feministische Außenpolitik – die Ampel-Koalition setzt in der Frauenpolitik die völlig falschen Prioritäten und baut symbolhafte Luftschlösser. In Deutschland im Jahr 2023 benötigen Frauen und Mädchen vor allem Schutz vor Gewalt. Allerdings fehlen bundesweit noch immer 15.000 Plätze in Frauenhäusern, auch aufgrund der Streichung von Fördermitteln durch die Ampel.
Überdies nimmt die Zahl von genitalverstümmelten Frauen weiter zu, ohne dass die Ampel dagegen effektive Maßnahmen ergreift. Mittlerweile sind laut einer Dunkelzifferschätzung von Terres des Femmes aus dem Jahr 2022 103.900 Mädchen und Frauen allein in Deutschland von weiblicher Genitalverstümmelung betroffen, und bis zu 17.200 Mädchen gefährdet. Wir fordern daher die sofortige Einführung einer ärztlichen Meldepflicht nach französischem Vorbild.
Außerdem muss das Problem der strukturellen Benachteiligung von Müttern am Arbeitsplatz endlich angegangen werden: Nach Auskunft des Forschungsinstituts Prognos haben während der Schwangerschaft 51 Prozent der Frauen diskriminierende Erfahrungen am Arbeitsplatz gemacht. Der Wiedereinstieg in das Berufsleben gelingt offenbar nur schwer. Solange Frauen derart von Gewalt betroffen sind und Mütter am Arbeitsplatz strukturell benachteiligt werden, sie Karriereeinbußen hinnehmen müssen und ihnen der Wiedereinstieg in das Berufsleben erschwert wird, brauchen wir keine Debatte über feministische Außenpolitik oder Quoten.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/carlo-clemens-50-000-unbesetzte-stellen-lehrermangel-deutlich-gravierender-als-angenommen/,Carlo Clemens: 50.000 unbesetzte Stellen: Lehrermangel deutlich gravierender als angenommen!,7. März 2023,Carlo Clemens,"Wie eine Forsa-Umfrage von Schulleitern ergab, fehlen schon jetzt mehr als 50.000 Lehrkräfte. Im bundesweiten Durchschnitt sind elf Prozent der verfügbaren Stellen unbesetzt. Die Kultusministerien gehen dagegen von nur 12.000 unbesetzten Stellen aus.
Dazu erklärt Carlo Clemens, Mitglied des AfD-Bundesvorstandes:
„Es ist fatal, dass nicht einmal die historische Tragweite des Lehrermangels von der Politik richtig erkannt oder sogar schöngeredet wird. Daher ist die Forderung u.a. des Verbandes Bildung und Erziehung (VBE), endlich seriöse und methodisch abgestimmte Standards bei der Erstellung von Bedarfs- und Angebotsprognosen zu erarbeiten, nur zu begrüßen. Dies kann aber nur der erste Schritt zu einer nachhaltigen Lösung des Problems sein.
Dass derart viele Lehrkräfte fehlen, ist kein unglücklicher Zufall, sondern das Ergebnis jahrzehntelanger Fehlentscheidungen und Versäumnisse in der Schulpolitik, die den Lehrerberuf überfrachtet und unattraktiv gemacht haben. Dies muss konsequent aufgearbeitet werden. Alle ideologischen Experimente, die uns in dieses Bildungsdesaster geführt haben, müssen beendet werden, damit mehr junge Menschen den ehrenwerten Beruf des Lehrers wieder ergreifen.
Der Lehrermangel lässt sich nicht von einem auf den anderen Tag beheben. Aber wir können jetzt die Weichen stellen, um Deutschland wieder zu einem Bildungsstandort erster Güte zu machen.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-anschlag-zeigt-demokratieverachtung-der-klimahysteriker-mehr-bildung-wuerde-helfen/,Stephan Brandner: Anschlag zeigt Demokratieverachtung der Klimahysteriker – mehr Bildung würde helfen,6. März 2023,Stephan Brandner,"Am vergangenen Wochenende verübten Mitglieder der sogenannten Letzten Generation einen Anschlag auf das Grundgesetzdenkmal am Berliner Jakob-Kaiser-Haus.
Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, betont, dass der Anschlag sinnbildlich für die Demokratieverachtung und das Ablehnen unserer Werte durch die Mitglieder der Letzten Generation stehe.
„Die Klimaterroristen zeigen deutlich: es geht ihnen nicht um Klimaschutz sondern um die maximale Verachtung der Grundpfeiler unseres Zusammenlebens und die größtmögliche mediale Öffentlichkeit. Das sollte jedem Politiker, der mit diesen Personen den Schulterschluss sucht, klar sein. Die Lösung ist so einfach: Mehr Bildung für diese Verblendeten und Verblödeten, keine Kooperation, Verbot der Organisation“, betont Stephan Brandner.
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/peter-boehringer-soeders-kritik-am-laenderfinanzausgleich-ist-jahrzehnte-verspaetet-und-reiner-wahlkampf/,Peter Boehringer: Söders Kritik am Länderfinanzausgleich ist Jahrzehnte verspätet und reiner Wahlkampf,6. März 2023,Peter Boehringer,"Der bayerische Ministerpräsident Markus Söder hat eine Klage gegen den Länderfinanzausgleich angekündigt, die noch im ersten Halbjahr 2023 eingereicht werden soll.
Peter Boehringer, stellvertretender Bundessprecher der AfD, kommentiert:
„Es ist schön, dass Herr Söder nach vollen 34 Jahren nun bemerkt, dass Bayern einsamer Spitzenreiter unter den nur ganz wenigen Zahlerländern im Finanzausgleichssystem ist. Und es ist ebenfalls schön, dass er just im bayerischen Wahljahr 2023 sein Klageinteresse entdeckt. Die AfD strebt schon lange eine Reform des Systems an, zumal dadurch ganz überwiegend das dysfunktionale rotrotgrün regierte Bundesland Berlin seit Jahrzehnten vor dem überfälligen Offenbarungseid bewahrt wird.
Allerdings sehen wir zugleich einen viel größeren Skandal in der faktischen Haftungs- und Transfergemeinschaft der EU, die gemäß Art. 125 AEUV nach unserer Ansicht vertragswidrig ist. In diesem EU-‚Länderfinanzausgleich‘ werden nicht ‚nur‘ einstellige Milliardenbeträge innerhalb Deutschlands umverteilt, sondern jährlich dreistellige zu Lasten Deutschlands. Dies wäre seit über 15 Jahren ein viel lohnenderes Klagefeld für den Vollpopulisten Söder.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/alice-weidel-baerbock-ist-zu-einem-sicherheitsrisiko-geworden/,Alice Weidel: Baerbock ist zu einem Sicherheitsrisiko geworden,1. März 2023,Alice Weidel,"Heute präsentieren Außenministerin Baerbock und Entwicklungsministerin Schulze ihr Konzept, wie die Gleichberechtigung von Frauen international gestärkt werden soll. Dr. Alice Weidel, Bundessprecherin der Alternative für Deutschland, kommentiert die Leitlinien für eine feministische Außenpolitik wie folgt:
„‚Feministische Außenpolitik‘ ist ein unsinniger Etikettenschwindel. Anstatt hochdotierte Botschafterposten zu schaffen und Diplomaten mit Seminaren zu langweilen, sollte sich Frau Baerbocks Außenpolitik ausschließlich an den Interessen Deutschlands orientieren. Am feministischen deutschen Wesen wird die Welt nicht genesen. Die AfD fordert eine strikte Einhaltung des Nichteinmischungsgebots in innere Angelegenheiten von anderen Staaten, auch durch nichtstaatliche Akteure. Im Ukrainekrieg müsste Frau Baerbock diplomatische Initiative ergreifen und sich als Mittlerin für Friedensverhandlungen einsetzen. Stattdessen ist die deutsche Außenministerin zu einem veritablen Sicherheitsrisiko für unser Land geworden.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-verhoehnung-des-rechtsstaats-durch-radikale-klima-aktivisten-hart-bestrafen/,Stephan Brandner: Verhöhnung des Rechtsstaats durch radikale Klima-Aktivisten hart bestrafen,24. Februar 2023,Stephan Brandner,"Während einer Hauptverhandlung vor dem Amtsgericht Tiergarten gegen ein Gründungsmitglied der sogenannten „Letzten Generation“ wegen mehrerer Straftaten klebte sich der Angeklagte im Prozesssaal an einem Tisch fest. Der Richter warf den radikalen Klima-Aktivisten mitsamt Tisch aus dem Saal und führt den Prozess ohne ihn fort.
Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, dazu:
„Nötigung, Widerstand gegen Vollstreckungsbeamte und gefährlichen Eingriff in den Straßenverkehr sind keine Kavaliersdelikte. Wer, wie dieser durchgeknallte Klima-Terrorist nicht nur Straftaten begeht, sondern durch diese völlig irre Aktion im Gerichtssaal seine Missachtung unseres Rechtssystems so klar zum Ausdruck bringt, der gehört hinter Gitter. Sofort und lange. Das Gericht hat richtig reagiert und gezeigt, dass unser Rechtsstaat sich nicht auf der Nase herumtanzen lässt. Umso mehr verwundert es, wenn sich in Hannover der Oberbürgermeister in diese Klima-Absurditäten einspannen lässt und sich mit radikalen Aktivisten an einen Tisch setzt.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
